RII_PSSM_HIGH_THR,RI_PSSM_HIGH_THR,ML_HIGH_THR,ML_HIGH_BG_THR,HIGH_BG_PSSM_BONUS,random_high,shuffle_high,ddip_high,negdet_high,RII_high,RI_high,dual_high,RII_vhigh,fp_ok,tp_ok,neg_ok,all_ok
11.5,12.0,0.9,0.97,0.0,0.012666666666666666,0.004,0.0,0.095,0.85,1.0,0.94,0.18,False,True,False,False
11.5,12.0,0.9,0.97,1.0,0.008,0.0,0.0,0.09,0.85,1.0,0.94,0.18,True,True,False,False
11.5,12.0,0.9,0.97,2.0,0.005111111111111111,0.0,0.0,0.08,0.82,1.0,0.94,0.18,True,True,False,False
11.5,12.0,0.9,0.99,0.0,0.004555555555555556,0.0,0.0,0.06,0.76,0.95,0.94,0.18,True,True,False,False
11.5,12.0,0.9,0.99,1.0,0.004,0.0,0.0,0.06,0.76,0.95,0.94,0.18,True,True,False,False
11.5,12.0,0.9,0.99,2.0,0.002777777777777778,0.0,0.0,0.06,0.75,0.95,0.94,0.18,True,True,False,False
12.0,11.5,0.8,0.9,0.0,0.019444444444444445,0.008,0.0033333333333333335,0.11,0.89,1.0,1.0,0.18,False,True,False,False
12.0,11.5,0.8,0.9,1.0,0.009444444444444445,0.004,0.0033333333333333335,0.095,0.87,1.0,1.0,0.18,True,True,False,False
12.0,11.5,0.8,0.9,2.0,0.0044444444444444444,0.004,0.0,0.075,0.82,1.0,0.98,0.18,True,True,False,False
12.0,11.5,0.8,0.95,0.0,0.015555555555555555,0.004,0.0,0.1,0.86,1.0,0.98,0.18,False,True,False,False
12.0,11.5,0.8,0.95,1.0,0.008,0.0,0.0,0.09,0.86,1.0,0.98,0.18,True,True,False,False
12.0,11.5,0.8,0.95,2.0,0.0038888888888888888,0.0,0.0,0.075,0.81,1.0,0.96,0.18,True,True,False,False
12.0,11.5,0.8,0.97,0.0,0.012,0.004,0.0,0.095,0.85,1.0,0.94,0.18,False,True,False,False
12.0,11.5,0.8,0.97,1.0,0.006888888888888889,0.0,0.0,0.085,0.85,1.0,0.94,0.18,True,True,False,False
12.0,11.5,0.8,0.97,2.0,0.0033333333333333335,0.0,0.0,0.075,0.8,1.0,0.92,0.18,True,True,False,False
12.0,11.5,0.8,0.99,0.0,0.004555555555555556,0.0,0.0,0.06,0.76,0.95,0.94,0.18,True,True,False,False
12.0,11.5,0.8,0.99,1.0,0.003777777777777778,0.0,0.0,0.06,0.76,0.95,0.94,0.18,True,True,False,False
12.0,11.5,0.8,0.99,2.0,0.0022222222222222222,0.0,0.0,0.055,0.73,0.95,0.92,0.18,True,True,False,False
12.0,11.5,0.85,0.9,0.0,0.019444444444444445,0.008,0.0033333333333333335,0.11,0.89,1.0,1.0,0.18,False,True,False,False
12.0,11.5,0.85,0.9,1.0,0.009444444444444445,0.004,0.0033333333333333335,0.095,0.87,1.0,1.0,0.18,True,True,False,False
12.0,11.5,0.85,0.9,2.0,0.0044444444444444444,0.004,0.0,0.075,0.82,1.0,0.98,0.18,True,True,False,False
12.0,11.5,0.85,0.95,0.0,0.015555555555555555,0.004,0.0,0.1,0.86,1.0,0.98,0.18,False,True,False,False
12.0,11.5,0.85,0.95,1.0,0.008,0.0,0.0,0.09,0.86,1.0,0.98,0.18,True,True,False,False
12.0,11.5,0.85,0.95,2.0,0.0038888888888888888,0.0,0.0,0.075,0.81,1.0,0.96,0.18,True,True,False,False
12.0,11.5,0.85,0.97,0.0,0.012,0.004,0.0,0.095,0.85,1.0,0.94,0.18,False,True,False,False
12.0,11.5,0.85,0.97,1.0,0.006888888888888889,0.0,0.0,0.085,0.85,1.0,0.94,0.18,True,True,False,False
12.0,11.5,0.85,0.97,2.0,0.0033333333333333335,0.0,0.0,0.075,0.8,1.0,0.92,0.18,True,True,False,False
12.0,11.5,0.85,0.99,0.0,0.004555555555555556,0.0,0.0,0.06,0.76,0.95,0.94,0.18,True,True,False,False
12.0,11.5,0.85,0.99,1.0,0.003777777777777778,0.0,0.0,0.06,0.76,0.95,0.94,0.18,True,True,False,False
12.0,11.5,0.85,0.99,2.0,0.0022222222222222222,0.0,0.0,0.055,0.73,0.95,0.92,0.18,True,True,False,False
12.0,11.5,0.9,0.9,0.0,0.019444444444444445,0.008,0.0033333333333333335,0.11,0.89,1.0,1.0,0.18,False,True,False,False
12.0,11.5,0.9,0.9,1.0,0.009444444444444445,0.004,0.0033333333333333335,0.095,0.87,1.0,1.0,0.18,True,True,False,False
12.0,11.5,0.9,0.9,2.0,0.0044444444444444444,0.004,0.0,0.075,0.82,1.0,0.98,0.18,True,True,False,False
12.0,11.5,0.9,0.95,0.0,0.015555555555555555,0.004,0.0,0.1,0.86,1.0,0.98,0.18,False,True,False,False
12.0,11.5,0.9,0.95,1.0,0.008,0.0,0.0,0.09,0.86,1.0,0.98,0.18,True,True,False,False
12.0,11.5,0.9,0.95,2.0,0.0038888888888888888,0.0,0.0,0.075,0.81,1.0,0.96,0.18,True,True,False,False
12.0,11.5,0.9,0.97,0.0,0.012,0.004,0.0,0.095,0.85,1.0,0.94,0.18,False,True,False,False
12.0,11.5,0.9,0.97,1.0,0.006888888888888889,0.0,0.0,0.085,0.85,1.0,0.94,0.18,True,True,False,False
12.0,11.5,0.9,0.97,2.0,0.0033333333333333335,0.0,0.0,0.075,0.8,1.0,0.92,0.18,True,True,False,False
12.0,11.5,0.9,0.99,0.0,0.004555555555555556,0.0,0.0,0.06,0.76,0.95,0.94,0.18,True,True,False,False
12.0,11.5,0.9,0.99,1.0,0.003777777777777778,0.0,0.0,0.06,0.76,0.95,0.94,0.18,True,True,False,False
12.0,11.5,0.9,0.99,2.0,0.0022222222222222222,0.0,0.0,0.055,0.73,0.95,0.92,0.18,True,True,False,False
12.0,12.0,0.8,0.9,0.0,0.019444444444444445,0.008,0.0033333333333333335,0.11,0.89,1.0,1.0,0.18,False,True,False,False
12.0,12.0,0.8,0.9,1.0,0.009444444444444445,0.004,0.0033333333333333335,0.095,0.87,1.0,1.0,0.18,True,True,False,False
12.0,12.0,0.8,0.9,2.0,0.0044444444444444444,0.004,0.0,0.075,0.82,1.0,0.98,0.18,True,True,False,False
12.0,12.0,0.8,0.95,0.0,0.015555555555555555,0.004,0.0,0.1,0.86,1.0,0.98,0.18,False,True,False,False
12.0,12.0,0.8,0.95,1.0,0.008,0.0,0.0,0.09,0.86,1.0,0.98,0.18,True,True,False,False
12.0,12.0,0.8,0.95,2.0,0.0038888888888888888,0.0,0.0,0.075,0.81,1.0,0.96,0.18,True,True,False,False
12.0,12.0,0.8,0.97,0.0,0.012,0.004,0.0,0.095,0.85,1.0,0.94,0.18,False,True,False,False
12.0,12.0,0.8,0.97,1.0,0.006888888888888889,0.0,0.0,0.085,0.85,1.0,0.94,0.18,True,True,False,False
12.0,12.0,0.8,0.97,2.0,0.0033333333333333335,0.0,0.0,0.075,0.8,1.0,0.92,0.18,True,True,False,False
12.0,12.0,0.8,0.99,0.0,0.004555555555555556,0.0,0.0,0.06,0.76,0.95,0.94,0.18,True,True,False,False
12.0,12.0,0.8,0.99,1.0,0.003777777777777778,0.0,0.0,0.06,0.76,0.95,0.94,0.18,True,True,False,False
12.0,12.0,0.8,0.99,2.0,0.0022222222222222222,0.0,0.0,0.055,0.73,0.95,0.92,0.18,True,True,False,False
12.0,12.0,0.85,0.9,0.0,0.019444444444444445,0.008,0.0033333333333333335,0.11,0.89,1.0,1.0,0.18,False,True,False,False
12.0,12.0,0.85,0.9,1.0,0.009444444444444445,0.004,0.0033333333333333335,0.095,0.87,1.0,1.0,0.18,True,True,False,False
12.0,12.0,0.85,0.9,2.0,0.0044444444444444444,0.004,0.0,0.075,0.82,1.0,0.98,0.18,True,True,False,False
12.0,12.0,0.85,0.95,0.0,0.015555555555555555,0.004,0.0,0.1,0.86,1.0,0.98,0.18,False,True,False,False
12.0,12.0,0.85,0.95,1.0,0.008,0.0,0.0,0.09,0.86,1.0,0.98,0.18,True,True,False,False
12.0,12.0,0.85,0.95,2.0,0.0038888888888888888,0.0,0.0,0.075,0.81,1.0,0.96,0.18,True,True,False,False
12.0,12.0,0.85,0.97,0.0,0.012,0.004,0.0,0.095,0.85,1.0,0.94,0.18,False,True,False,False
12.0,12.0,0.85,0.97,1.0,0.006888888888888889,0.0,0.0,0.085,0.85,1.0,0.94,0.18,True,True,False,False
12.0,12.0,0.85,0.97,2.0,0.0033333333333333335,0.0,0.0,0.075,0.8,1.0,0.92,0.18,True,True,False,False
12.0,12.0,0.85,0.99,0.0,0.004555555555555556,0.0,0.0,0.06,0.76,0.95,0.94,0.18,True,True,False,False
12.0,12.0,0.85,0.99,1.0,0.003777777777777778,0.0,0.0,0.06,0.76,0.95,0.94,0.18,True,True,False,False
12.0,12.0,0.85,0.99,2.0,0.0022222222222222222,0.0,0.0,0.055,0.73,0.95,0.92,0.18,True,True,False,False
12.0,12.0,0.9,0.9,0.0,0.019444444444444445,0.008,0.0033333333333333335,0.11,0.89,1.0,1.0,0.18,False,True,False,False
12.0,12.0,0.9,0.9,1.0,0.009444444444444445,0.004,0.0033333333333333335,0.095,0.87,1.0,1.0,0.18,True,True,False,False
12.0,12.0,0.9,0.9,2.0,0.0044444444444444444,0.004,0.0,0.075,0.82,1.0,0.98,0.18,True,True,False,False
12.0,12.0,0.9,0.95,0.0,0.015555555555555555,0.004,0.0,0.1,0.86,1.0,0.98,0.18,False,True,False,False
12.0,12.0,0.9,0.95,1.0,0.008,0.0,0.0,0.09,0.86,1.0,0.98,0.18,True,True,False,False
12.0,12.0,0.9,0.95,2.0,0.0038888888888888888,0.0,0.0,0.075,0.81,1.0,0.96,0.18,True,True,False,False
12.0,12.0,0.9,0.97,0.0,0.012,0.004,0.0,0.095,0.85,1.0,0.94,0.18,False,True,False,False
12.0,12.0,0.9,0.97,1.0,0.006888888888888889,0.0,0.0,0.085,0.85,1.0,0.94,0.18,True,True,False,False
12.0,12.0,0.9,0.97,2.0,0.0033333333333333335,0.0,0.0,0.075,0.8,1.0,0.92,0.18,True,True,False,False
12.0,12.0,0.9,0.99,0.0,0.004555555555555556,0.0,0.0,0.06,0.76,0.95,0.94,0.18,True,True,False,False
12.0,12.0,0.9,0.99,1.0,0.003777777777777778,0.0,0.0,0.06,0.76,0.95,0.94,0.18,True,True,False,False
12.0,12.0,0.9,0.99,2.0,0.0022222222222222222,0.0,0.0,0.055,0.73,0.95,0.92,0.18,True,True,False,False
